87, 3385, 25.527547, 27.559052, 'ae albopictus', 'mosquito', '/CDC/sounds/CDC_Ae-albopictus_labelled_800.wav'
1173, 4842, 0.0, 17.347578, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1175, 4842, 19.048883, 28.91263, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1177, 4842, 30.881557, 36.578062, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1179, 4842, 38.260251, 54.260166, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1181, 4842, 55.798987, 64.534902, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1183, 4842, 66.475155, 72.381934, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1185, 4842, 74.618481, 83.258817, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1187, 4842, 84.883659, 98.54189, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1189, 4842, 100.883574, 106.885932, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1191, 4842, 108.940879, 125.045931, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1193, 4842, 126.718563, 134.842773, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1195, 4842, 136.515404, 150.890477, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1197, 4842, 152.515319, 168.410098, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1199, 4842, 171.162771, 178.617929, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1201, 4842, 180.242771, 185.901044, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1203, 4842, 188.223613, 199.062265, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1205, 4842, 203.975022, 210.550854, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1207, 4842, 212.424201, 219.793338, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1209, 4842, 221.504201, 239.167189, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1211, 4842, 241.088326, 249.365463, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1213, 4842, 251.764494, 267.334304, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1215, 4842, 269.102514, 274.464493, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1217, 4842, 276.270935, 283.05704, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1219, 4842, 286.411861, 300.26125, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1221, 4842, 302.172829, 311.759397, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1223, 4842, 313.460702, 328.218091, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1225, 4842, 330.636238, 340.251479, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1227, 4842, 342.172616, 348.155858, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1229, 4842, 350.210805, 360.886973, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1231, 4842, 362.875015, 372.786552, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1233, 4842, 374.583436, 381.340867, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1235, 4842, 383.453162, 388.757793, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1237, 4842, 390.63114, 405.245161, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1239, 4842, 407.997834, 417.756444, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1241, 4842, 419.992992, 429.780275, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1243, 4842, 431.816107, 450.750296, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1245, 4842, 453.082422, 463.787263, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1247, 4842, 465.612821, 478.821831, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1249, 4842, 480.867221, 488.666462, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1251, 4842, 491.151515, 495.825325, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1253, 4842, 497.861157, 510.295977, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1255, 4842, 512.274461, 519.519345, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1257, 4842, 521.316229, 529.52646, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1259, 4842, 531.858587, 555.046038, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1261, 4842, 557.206122, 564.317196, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1263, 4842, 566.61109, 575.060269, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1265, 4842, 577.258585, 585.076942, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1267, 4842, 587.131889, 592.560773, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1269, 4842, 594.137826, 602.080436, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1271, 4842, 604.001573, 618.500899, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1273, 4842, 620.183088, 627.456646, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1275, 4842, 629.196182, 635.571298, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1277, 4842, 637.616687, 647.528224, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1279, 4842, 649.592729, 657.869865, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1281, 4842, 662.438539, 668.612938, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1283, 4842, 670.543633, 673.984475, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1285, 4842, 677.215043, 686.58178, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1287, 4842, 689.869695, 694.228095, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1289, 4842, 696.005864, 704.952053, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1291, 4842, 707.093021, 720.818157, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1293, 4842, 723.226747, 729.706999, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1295, 4842, 732.631715, 746.070114, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1297, 4842, 749.338914, 761.11424, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1299, 4842, 763.503713, 774.724681, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1301, 4842, 776.846534, 784.454617, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1303, 4842, 787.016133, 798.676764, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1305, 4842, 800.760385, 807.986153, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1307, 4842, 810.203585, 818.863037, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1309, 4842, 820.831963, 828.573858, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1311, 4842, 830.504552, 843.120973, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1313, 4842, 844.975204, 851.589267, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1315, 4842, 854.112551, 862.408803, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1317, 4842, 864.473309, 872.540171, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1319, 4842, 874.662024, 880.645266, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1321, 4842, 883.378824, 885.194824, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1323, 4842, 888.004844, 894.504213, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1325, 4842, 896.817223, 900.793307, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1327, 4842, 903.029854, 907.273559, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1329, 4842, 909.643917, 916.143285, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1331, 4842, 919.698822, 929.008211, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1333, 4842, 931.072716, 937.648547, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1335, 4842, 939.426316, 959.077347, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1337, 4842, 960.893346, 966.933936, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1339, 4842, 969.09402, 983.851409, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1341, 4842, 988.515661, 996.869261, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1343, 4842, 998.799955, 1003.942102, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1345, 4842, 1005.528713, 1012.372165, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1347, 4842, 1014.551365, 1028.314733, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1349, 4842, 1030.207196, 1039.382774, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1351, 4842, 1041.561974, 1046.627658, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_23-10-17.wav'
1352, 4843, 0.0, 21.748803, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1354, 4843, 24.179938, 34.377565, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1356, 4843, 36.29619, 57.125104, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1358, 4843, 60.108173, 68.597434, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1360, 4843, 71.028569, 80.148611, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1362, 4843, 82.61917, 88.335623, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1364, 4843, 90.398802, 94.682857, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1366, 4843, 96.838025, 107.574443, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1368, 4843, 111.963628, 124.171868, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1370, 4843, 126.235048, 134.040963, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1372, 4843, 135.920164, 151.729113, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1374, 4843, 153.910564, 177.394015, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1376, 4843, 179.785727, 199.418785, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1378, 4843, 201.679084, 207.579514, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1380, 4843, 209.49814, 225.806457, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1382, 4843, 227.738224, 239.079141, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1384, 4843, 241.181744, 252.916899, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1386, 4843, 255.571436, 264.152686, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1388, 4843, 266.229006, 278.174422, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1390, 4843, 280.11933, 285.218143, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1392, 4843, 288.280059, 300.987668, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1394, 4843, 303.18226, 319.332882, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1396, 4843, 321.842865, 327.979838, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1398, 4843, 330.305843, 334.235083, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1400, 4843, 336.245697, 345.378881, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1402, 4843, 348.085982, 351.253029, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1404, 4843, 353.368773, 359.33491, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1407, 4843, 363.448128, 368.63893, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1409, 4843, 370.899229, 374.131981, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1411, 4843, 375.656369, 385.748865, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1413, 4843, 388.442825, 395.407699, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1415, 4843, 398.180507, 405.500195, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1417, 4843, 409.613413, 419.088269, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1419, 4843, 421.361709, 434.568686, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1421, 4843, 437.012962, 449.615441, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1423, 4843, 451.455219, 464.175969, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1425, 4843, 466.344279, 478.920475, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1427, 4843, 481.233339, 489.735741, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1429, 4843, 491.969757, 500.472159, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1431, 4843, 503.087272, 510.643503, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1433, 4843, 512.99579, 521.787301, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1435, 4843, 523.797915, 536.781491, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1437, 4843, 539.396604, 544.364004, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1439, 4843, 546.361477, 551.631127, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1441, 4843, 553.431481, 565.245483, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1443, 4843, 567.610912, 583.249024, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1445, 4843, 585.509323, 591.817133, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1447, 4843, 593.696335, 598.992267, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1449, 4843, 601.962194, 616.115343, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1451, 4843, 617.968262, 634.026895, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1453, 4843, 636.852268, 639.572511, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1455, 4843, 641.648832, 646.208853, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1457, 4843, 648.705695, 656.827, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1459, 4843, 658.89018, 665.789347, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1461, 4843, 668.233623, 680.231603, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1463, 4843, 682.859858, 688.405474, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1465, 4843, 690.665772, 697.131278, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1467, 4843, 699.522989, 708.511618, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1469, 4843, 710.745634, 713.873257, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1471, 4843, 715.923295, 732.704698, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1473, 4843, 734.89929, 738.578846, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1475, 4843, 741.285948, 744.452994, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1477, 4843, 746.358478, 753.428482, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1479, 4843, 756.017312, 761.78633, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1481, 4843, 763.967781, 771.537153, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1483, 4843, 775.597806, 786.675897, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1485, 4843, 789.028185, 796.479285, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1487, 4843, 800.198265, 805.218231, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1489, 4843, 807.478529, 814.180577, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1491, 4843, 816.69056, 827.54525, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1493, 4843, 829.858113, 832.289249, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1495, 4843, 834.720384, 842.526299, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1497, 4843, 845.049423, 847.664535, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1499, 4843, 850.121953, 861.922814, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1501, 4843, 864.472221, 868.099212, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1503, 4843, 870.04412, 885.209146, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1505, 4843, 887.850542, 894.263482, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1507, 4843, 896.852312, 907.404753, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1509, 4843, 909.901594, 926.81441, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1511, 4843, 929.153556, 942.465663, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1513, 4843, 944.555125, 951.756542, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1515, 4843, 954.463644, 962.111863, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1517, 4843, 964.175043, 968.367108, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1519, 4843, 970.903374, 984.452024, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1521, 4843, 986.935724, 992.665318, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1523, 4843, 996.239744, 1002.61326, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1525, 4843, 1004.939265, 1009.157613, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1527, 4843, 1011.733302, 1015.964791, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1529, 4843, 1018.711317, 1025.57106, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1531, 4843, 1027.450262, 1039.356253, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1533, 4843, 1042.654712, 1047.38557, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1535, 4843, 1049.606445, 1052.339829, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1537, 4843, 1055.270332, 1062.760857, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1539, 4843, 1065.665078, 1077.360809, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1541, 4843, 1080.173041, 1083.865738, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1543, 4843, 1086.375721, 1094.838699, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1545, 4843, 1097.072715, 1100.633999, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1547, 4843, 1102.631473, 1105.824801, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1549, 4843, 1107.664579, 1115.352223, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
1551, 4843, 1117.218283, 1125.825816, 'culex quinquefasciatus', 'mosquito', '/Culex/sounds/R4_cleaned recording_TEL_24-10-17.wav'
